Family,Source,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF00225,Rfam,RF00225_bench.fasta,0.903525,0.079777,0.016698,0.772929,1.000000,0.992448,0.848739,0.857452,154
RF00226,Rfam,RF00226_bench.fasta,0.780142,0.203647,0.016211,0.531131,1.000000,0.878982,0.822154,0.706991,329
RF00227,Rfam,RF00227_bench.fasta,0.597826,0.130435,0.271739,0.597634,0.922741,0.804753,0.810989,0.439130,92
RF00228,Rfam,RF00228_bench.fasta,0.965699,0.022867,0.011434,0.914918,0.886164,0.995260,0.937533,0.951413,578
RF00229,Rfam,RF00229_bench.fasta,0.853197,0.114875,0.031928,0.595516,0.306403,0.966851,0.793227,0.805888,260
RF00230,Rfam,RF00230_bench.fasta,0.254197,0.163070,0.582734,0.235275,0.866797,0.603716,0.762538,0.183932,556
RF00231,Rfam,RF00231_bench.fasta,0.797241,0.118868,0.083891,0.496026,0.587383,0.945152,0.711409,0.714689,299
RF00232,Rfam,RF00232_bench.fasta,0.916471,0.051765,0.031765,0.868784,1.000000,0.994499,0.899408,0.860000,170
RF00233,Rfam,RF00233_bench.fasta,0.578261,0.147826,0.273913,0.466788,0.787278,0.894480,0.678571,0.485576,115
RF00234,Rfam,RF00234_bench.fasta,0.535782,0.235169,0.229049,0.058283,0.795903,0.781612,0.654374,0.412263,236
RF00235,Rfam,RF00235_bench.fasta,0.946565,0.043621,0.009815,0.897713,0.000000,1.000000,0.935165,0.924755,131
RF00236,Rfam,RF00236_bench.fasta,0.729545,0.153788,0.116667,0.484197,0.790803,0.906556,0.684291,0.636688,88
RF00237,Rfam,RF00237_bench.fasta,0.620937,0.192909,0.186154,0.098478,0.558478,0.891393,0.714799,0.530640,92
RF00238,Rfam,RF00238_bench.fasta,0.722149,0.172149,0.105702,0.405007,0.480004,0.879474,0.654034,0.640771,95
RF00239,Rfam,RF00239_bench.fasta,0.672131,0.114017,0.213852,0.377035,0.609922,0.878161,0.723640,0.582621,89
RF00240,Rfam,RF00240_bench.fasta,0.829437,0.082251,0.088312,0.744715,1.000000,0.970205,0.838596,0.779097,77
RF00241,Rfam,RF00241_bench.fasta,0.578427,0.200098,0.221475,0.224181,0.699344,0.838309,0.667258,0.501388,87
RF00242,Rfam,RF00242_bench.fasta,0.727717,0.108696,0.163587,0.589786,0.663594,0.845091,0.725329,0.642246,115
RF00243,Rfam,RF00243_bench.fasta,0.894895,0.084084,0.021021,0.740391,1.000000,0.956470,0.842424,0.834835,111
RF00244,Rfam,RF00244_bench.fasta,0.699477,0.180459,0.120064,0.292304,0.753228,0.891020,0.742139,0.606075,84
RF00245,Rfam,RF00245_bench.fasta,0.681789,0.157833,0.160377,0.375544,0.700253,0.859851,0.706904,0.588952,89
RF00246,Rfam,RF00246_bench.fasta,0.683547,0.189600,0.126853,0.259386,0.817618,0.892741,0.720529,0.587578,92
RF00247,Rfam,RF00247_bench.fasta,0.542231,0.150156,0.307612,0.512556,0.956267,0.915400,0.801471,0.416406,137
RF00248,Rfam,RF00248_bench.fasta,0.671268,0.120064,0.208668,0.541918,0.749873,0.923518,0.745779,0.598967,89
RF00249,Rfam,RF00249_bench.fasta,0.655926,0.203187,0.140888,0.094367,0.786555,0.898344,0.760354,0.549518,98
RF00250,Rfam,RF00250_bench.fasta,0.898286,0.095380,0.006334,0.586260,-0.142278,0.992287,0.837879,0.834818,61
RF00251,Rfam,RF00251_bench.fasta,0.442460,0.161404,0.396135,0.212857,0.760554,0.909969,0.777652,0.375454,126
RF00252,Rfam,RF00252_bench.fasta,0.899708,0.058772,0.041520,0.763888,0.901494,0.978239,0.876543,0.850705,190
RF00253,Rfam,RF00253_bench.fasta,0.843164,0.112994,0.043842,0.651107,0.909964,0.953040,0.826386,0.781196,75
RF00254,Rfam,RF00254_bench.fasta,0.635445,0.150270,0.214286,0.364711,0.930520,0.905768,0.786395,0.547066,106
RF00255,Rfam,RF00255_bench.fasta,0.731400,0.149408,0.119192,0.429848,0.784841,0.906790,0.792690,0.657950,89
RF00256,Rfam,RF00256_bench.fasta,0.739301,0.171037,0.089662,0.370026,0.775799,0.911614,0.738858,0.650566,79
RF00257,Rfam,RF00257_bench.fasta,0.721689,0.174924,0.103387,0.325911,0.764291,0.863843,0.763171,0.634052,86
RF00258,Rfam,RF00258_bench.fasta,0.907407,0.080688,0.011905,0.723702,0.000000,0.994373,0.840696,0.854828,84
RF00259,Rfam,RF00259_bench.fasta,0.945562,0.050888,0.003550,0.830208,1.000000,1.000000,0.916667,0.898225,169
RF00260,Rfam,RF00260_bench.fasta,0.780699,0.177235,0.042066,0.375580,0.689929,0.942660,0.738544,0.702340,183
RF00261,Rfam,RF00261_bench.fasta,0.868729,0.067042,0.064229,0.747131,1.000000,0.968388,0.846045,0.810009,237
RF00262,Rfam,RF00262_bench.fasta,0.911765,0.088235,0.000000,0.713667,0.000000,1.000000,0.951493,0.823529,68
RF00263,Rfam,RF00263_bench.fasta,0.728414,0.170591,0.100994,0.354840,0.422377,0.913787,0.628030,0.630058,147
RF00264,Rfam,RF00264_bench.fasta,0.763587,0.200181,0.036232,0.454879,0.737108,0.828200,0.698905,0.665890,138
RF00265,Rfam,RF00265_bench.fasta,0.821490,0.085188,0.093322,0.646009,0.939219,0.959208,0.761638,0.749258,146
RF00266,Rfam,RF00266_bench.fasta,0.783907,0.151822,0.064271,0.454458,0.602446,0.893287,0.717436,0.704777,76
RF00267,Rfam,RF00267_bench.fasta,0.706199,0.190027,0.103774,0.347676,0.716765,0.881496,0.708163,0.608231,106
RF00268,Rfam,RF00268_bench.fasta,0.918987,0.045570,0.035443,0.842211,1.000000,0.994121,0.907692,0.851899,79
RF00270,Rfam,RF00270_bench.fasta,0.662563,0.154356,0.183081,0.282696,0.611847,0.905405,0.673052,0.564484,88
RF00271,Rfam,RF00271_bench.fasta,0.700353,0.104148,0.195499,0.526163,0.808013,0.903367,0.716578,0.619468,103
RF00272,Rfam,RF00272_bench.fasta,0.803377,0.120915,0.075708,0.600509,0.951416,0.920339,0.767544,0.728956,153
RF00273,Rfam,RF00273_bench.fasta,0.715116,0.134690,0.150194,0.489585,0.738512,0.859760,0.692157,0.646318,86
RF00274,Rfam,RF00274_bench.fasta,0.656337,0.099445,0.244218,0.583241,0.822315,0.909627,0.741468,0.571987,94
RF00275,Rfam,RF00275_bench.fasta,0.871032,0.109127,0.019841,0.599450,0.822749,0.985921,0.786720,0.776455,72
RF00276,Rfam,RF00276_bench.fasta,0.819444,0.110417,0.070139,0.540268,0.794120,0.928754,0.751408,0.744298,72
RF00277,Rfam,RF00277_bench.fasta,0.751786,0.145536,0.102679,0.388154,0.558385,0.896819,0.756781,0.674901,80
RF00278,Rfam,RF00278_bench.fasta,0.802761,0.113412,0.083826,0.545184,0.603915,0.930066,0.752248,0.733649,78
RF00279,Rfam,RF00279_bench.fasta,0.772727,0.109307,0.117965,0.570311,0.919177,0.956762,0.809419,0.659524,84
RF00280,Rfam,RF00280_bench.fasta,0.881250,0.074107,0.044643,0.663558,0.788988,0.980320,0.849910,0.806044,80
RF00281,Rfam,RF00281_bench.fasta,0.810241,0.104217,0.085542,0.602707,0.822105,0.938182,0.739024,0.738935,83
RF00282,Rfam,RF00282_bench.fasta,0.927734,0.052734,0.019531,0.805689,0.000000,0.992502,0.876984,0.880580,64
RF00283,Rfam,RF00283_bench.fasta,0.877647,0.078824,0.043529,0.665194,0.964839,0.983508,0.813095,0.808050,85
RF00284,Rfam,RF00284_bench.fasta,0.806689,0.136621,0.056689,0.479697,0.654673,0.940367,0.765347,0.727721,84
RF00285,Rfam,RF00285_bench.fasta,0.940345,0.059655,0.000000,0.842055,0.000000,0.994843,0.888889,0.912088,91
RF00286,Rfam,RF00286_bench.fasta,0.820817,0.124506,0.054677,0.517453,0.847619,0.956053,0.772395,0.742769,138
RF00287,Rfam,RF00287_bench.fasta,0.848718,0.089744,0.061538,0.655509,0.154459,0.939765,0.750000,0.782284,65
RF00288,Rfam,RF00288_bench.fasta,0.752155,0.088793,0.159052,0.621149,0.600202,0.938204,0.736087,0.685481,116
RF00289,Rfam,RF00289_bench.fasta,0.880401,0.087191,0.032407,0.660757,0.686275,0.973214,0.822379,0.822622,72
RF00290,Rfam,RF00290_bench.fasta,0.995714,0.004286,0.000000,0.984530,0.000000,1.000000,0.994245,0.991429,140
RF00291,Rfam,RF00291_bench.fasta,0.808683,0.113319,0.077999,0.625050,0.922394,0.959348,0.789630,0.724982,151
RF00292,Rfam,RF00292_bench.fasta,0.843750,0.092014,0.064236,0.732753,0.889887,0.914495,0.840351,0.754167,96
RF00293,Rfam,RF00293_bench.fasta,0.891484,0.065934,0.042582,0.808978,1.000000,0.981275,0.851595,0.837454,104
RF00294,Rfam,RF00294_bench.fasta,0.768657,0.136816,0.094527,0.634650,0.828222,0.848241,0.733083,0.678607,134
RF00295,Rfam,RF00295_bench.fasta,0.795000,0.135000,0.070000,0.587105,0.653278,0.905128,0.767089,0.718889,80
RF00296,Rfam,RF00296_bench.fasta,0.720522,0.150227,0.129252,0.411822,0.659793,0.878093,0.706758,0.622249,98
RF00300,Rfam,RF00300_bench.fasta,0.616667,0.119753,0.263580,0.619766,0.841666,0.783724,0.718284,0.501347,135
RF00301,Rfam,RF00301_bench.fasta,0.893617,0.097872,0.008511,0.703525,1.000000,0.994940,0.830108,0.817021,94
RF00302,Rfam,RF00302_bench.fasta,0.765902,0.154849,0.079249,0.411647,0.799046,0.945673,0.713235,0.649876,137
RF00303,Rfam,RF00303_bench.fasta,0.726010,0.138889,0.135101,0.502015,0.863606,0.906744,0.734266,0.637753,144
RF00304,Rfam,RF00304_bench.fasta,0.698016,0.146429,0.155556,0.452662,0.693316,0.862212,0.589200,0.599875,126
RF00305,Rfam,RF00305_bench.fasta,0.988321,0.011679,0.000000,0.968199,0.000000,1.000000,0.976471,0.981022,137
RF00306,Rfam,RF00306_bench.fasta,0.998684,0.001316,0.000000,0.995250,0.000000,1.000000,0.997351,0.997368,152
RF00307,Rfam,RF00307_bench.fasta,0.834034,0.079832,0.086134,0.819246,0.907097,0.872906,0.845339,0.735294,119
RF00309,Rfam,RF00309_bench.fasta,0.565919,0.189691,0.244390,0.149102,0.753388,0.805197,0.676918,0.449318,124
RF00310,Rfam,RF00310_bench.fasta,0.945652,0.034783,0.019565,0.915254,1.000000,0.994836,0.934066,0.910870,92
RF00311,Rfam,RF00311_bench.fasta,0.793155,0.135045,0.071801,0.588250,0.786034,0.931022,0.763405,0.716369,128
RF00312,Rfam,RF00312_bench.fasta,0.908642,0.056790,0.034568,0.822674,1.000000,0.964065,0.864428,0.857284,135
RF00313,Rfam,RF00313_bench.fasta,0.990654,0.004673,0.004673,0.990654,0.000000,0.995659,0.985849,0.984424,107
RF00314,Rfam,RF00314_bench.fasta,0.938406,0.028986,0.032609,0.938587,1.000000,0.944594,0.924908,0.911594,92
RF00315,Rfam,RF00315_bench.fasta,0.869136,0.116049,0.014815,0.636018,1.000000,0.994255,0.795000,0.772840,81
RF00316,Rfam,RF00316_bench.fasta,0.878378,0.094595,0.027027,0.719813,0.592119,0.937113,0.830479,0.834009,74
RF00317,Rfam,RF00317_bench.fasta,0.819940,0.110119,0.069940,0.701538,0.975000,0.945078,0.804511,0.734623,96
RF00318,Rfam,RF00318_bench.fasta,0.921811,0.006173,0.072016,0.987654,1.000000,0.994255,0.979167,0.848560,81
RF00319,Rfam,RF00319_bench.fasta,0.865691,0.099069,0.035239,0.642567,0.715708,0.961209,0.820856,0.785524,188
RF00320,Rfam,RF00320_bench.fasta,0.955814,0.030233,0.013953,0.901869,1.000000,1.000000,0.950588,0.918605,86
RF00321,Rfam,RF00321_bench.fasta,0.865385,0.085664,0.048951,0.658657,0.961039,0.977283,0.846831,0.769481,143
RF00322,Rfam,RF00322_bench.fasta,0.883077,0.081538,0.035385,0.747833,0.978465,0.993452,0.857364,0.796923,130
RF00323,Rfam,RF00323_bench.fasta,0.987692,0.006154,0.006154,0.984615,1.000000,0.992733,0.984375,0.981538,65
RF00324,Rfam,RF00324_bench.fasta,0.620679,0.129938,0.249383,0.386912,0.761422,0.890298,0.725234,0.519136,108
RF00325,Rfam,RF00325_bench.fasta,0.621367,0.131566,0.247068,0.461487,0.463169,0.817414,0.582239,0.534322,106
RF00326,Rfam,RF00326_bench.fasta,0.816265,0.117470,0.066265,0.599659,0.860832,0.948419,0.797256,0.717728,83
RF00327,Rfam,RF00327_bench.fasta,0.977778,0.007407,0.014815,0.982019,1.000000,1.000000,0.970093,0.962963,108
RF00328,Rfam,RF00328_bench.fasta,0.682709,0.199643,0.117647,0.316649,0.603114,0.890008,0.668767,0.568984,102
RF00329,Rfam,RF00329_bench.fasta,0.847073,0.105137,0.047790,0.654289,0.900000,0.965906,0.821256,0.782855,93
RF00330,Rfam,RF00330_bench.fasta,0.838275,0.097035,0.064690,0.682559,0.920170,0.943117,0.809524,0.756963,106
RF00332,Rfam,RF00332_bench.fasta,0.690083,0.138017,0.171901,0.536257,0.909572,0.885036,0.755630,0.592397,110
RF00333,Rfam,RF00333_bench.fasta,0.771698,0.146226,0.082075,0.538877,0.839904,0.909820,0.728571,0.677987,106
RF00334,Rfam,RF00334_bench.fasta,0.794486,0.172932,0.032581,0.568883,1.000000,0.836313,0.726010,0.707769,133
RF00335,Rfam,RF00335_bench.fasta,0.538449,0.131596,0.329955,0.468651,0.680425,0.815509,0.661484,0.468005,148
RF00336,Rfam,RF00336_bench.fasta,0.951634,0.023529,0.024837,0.921249,1.000000,0.986744,0.935526,0.917647,153
RF00337,Rfam,RF00337_bench.fasta,0.918403,0.037326,0.044271,0.874706,1.000000,0.976687,0.901396,0.873958,192
RF00338,Rfam,RF00338_bench.fasta,0.918750,0.029167,0.052083,0.907699,0.956930,0.977158,0.898947,0.875000,96
RF00339,Rfam,RF00339_bench.fasta,0.855844,0.094805,0.049351,0.686203,0.583333,0.949217,0.784211,0.789322,77
RF00340,Rfam,RF00340_bench.fasta,0.878788,0.090909,0.030303,0.754197,1.000000,0.958333,0.830789,0.806061,132
RF00341,Rfam,RF00341_bench.fasta,0.900000,0.059375,0.040625,0.797244,1.000000,0.971539,0.850794,0.834375,64
RF00342,Rfam,RF00342_bench.fasta,0.953425,0.038356,0.008219,0.899621,0.000000,0.987669,0.922222,0.928767,73
RF00343,Rfam,RF00343_bench.fasta,0.593556,0.202252,0.204193,0.216897,0.755830,0.861256,0.687427,0.483237,112
RF00344,Rfam,RF00344_bench.fasta,0.828947,0.126316,0.044737,0.677830,1.000000,0.922181,0.829333,0.748684,76
RF00345,Rfam,RF00345_bench.fasta,0.702188,0.155963,0.141849,0.421736,0.746276,0.907692,0.732194,0.607975,109
RF00348,Rfam,RF00348_bench.fasta,0.874862,0.125138,0.000000,0.682523,0.000000,0.989402,0.774554,0.824659,129
RF00349,Rfam,RF00349_bench.fasta,0.848485,0.070707,0.080808,0.761421,1.000000,0.945741,0.826531,0.768687,99
RF00350,Rfam,RF00350_bench.fasta,0.649123,0.152047,0.198830,0.393000,0.854387,0.907541,0.747475,0.531119,133
RF00351,Rfam,RF00351_bench.fasta,0.833333,0.078431,0.088235,0.766195,1.000000,0.915819,0.809406,0.738562,102
RF00352,Rfam,RF00352_bench.fasta,0.808712,0.130682,0.060606,0.608834,1.000000,0.926456,0.768199,0.712879,88
RF00353,Rfam,RF00353_bench.fasta,0.696429,0.198810,0.104762,0.474963,0.798500,0.818899,0.718750,0.588095,105
RF00355,Rfam,RF00355_bench.fasta,0.853276,0.123932,0.022792,0.624116,1.000000,0.969544,0.759019,0.785969,78
RF00356,Rfam,RF00356_bench.fasta,0.786364,0.081818,0.131818,0.726790,0.974873,0.906687,0.837920,0.689091,110
RF00357,Rfam,RF00357_bench.fasta,0.674261,0.165640,0.160099,0.284469,0.689461,0.874146,0.726934,0.569823,112
RF00358,Rfam,RF00358_bench.fasta,0.761905,0.138462,0.099634,0.520329,0.728755,0.914582,0.732249,0.666789,105
RF00359,Rfam,RF00359_bench.fasta,0.862319,0.074879,0.062802,0.753408,0.539248,0.949715,0.809524,0.802838,92
RF00360,Rfam,RF00360_bench.fasta,0.738215,0.127104,0.134680,0.518293,0.785909,0.947727,0.793045,0.614268,132
RF00361,Rfam,RF00361_bench.fasta,0.940476,0.047619,0.011905,0.898552,1.000000,0.955457,0.931271,0.921088,98
RF00362,Rfam,RF00362_bench.fasta,0.929012,0.046296,0.024691,0.823920,0.000000,0.981626,0.876563,0.896399,81
RF00364,Rfam,RF00364_bench.fasta,0.933468,0.052419,0.014113,0.839466,1.000000,0.974709,0.909836,0.905530,62
RF00367,Rfam,RF00367_bench.fasta,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,65
RF00368,Rfam,RF00368_bench.fasta,0.691667,0.210417,0.097917,0.310340,0.660383,0.877769,0.691713,0.602593,90
RF00369,Rfam,RF00369_bench.fasta,0.831301,0.144309,0.024390,0.517136,0.824721,0.938019,0.800613,0.722764,164
RF00370,Rfam,RF00370_bench.fasta,0.863043,0.080435,0.056522,0.758394,1.000000,0.975789,0.841758,0.790217,92
RF00371,Rfam,RF00371_bench.fasta,0.875000,0.081522,0.043478,0.752433,1.000000,0.962904,0.884615,0.769928,92
RF00373,Rfam,RF00373_bench.fasta,0.286368,0.146344,0.567287,0.054350,0.863377,0.745994,0.758155,0.208844,721
RF00374,Rfam,RF00374_bench.fasta,0.879612,0.071068,0.049320,0.728829,0.904744,0.990680,0.854118,0.815307,103
RF00375,Rfam,RF00375_bench.fasta,0.890164,0.053162,0.056674,0.760939,1.000000,0.977361,0.881936,0.857640,105
RF00376,Rfam,RF00376_bench.fasta,0.864789,0.122618,0.012593,0.519353,0.399991,0.978042,0.769618,0.800677,85
RF00377,Rfam,RF00377_bench.fasta,0.754958,0.147899,0.097143,0.417146,0.886887,0.927740,0.749831,0.665210,119
RF00378,Rfam,RF00378_bench.fasta,0.685821,0.111194,0.202985,0.517794,0.382978,0.887338,0.657393,0.616435,134
RF00379,Rfam,RF00379_bench.fasta,0.285187,0.143734,0.571079,0.015054,0.803276,0.750576,0.765733,0.225395,335
RF00380,Rfam,RF00380_bench.fasta,0.418110,0.190308,0.391583,0.116041,0.681914,0.782934,0.602068,0.346826,277
RF00381,Rfam,RF00381_bench.fasta,0.880052,0.099087,0.020860,0.646831,0.484316,0.992042,0.854111,0.814429,59
RF00382,Rfam,RF00382_bench.fasta,0.916923,0.083077,0.000000,0.738236,0.000000,0.976638,0.918750,0.856923,65
RF00383,Rfam,RF00383_bench.fasta,0.959322,0.040678,0.000000,0.867875,0.000000,0.996072,0.947009,0.927119,118
RF00384,Rfam,RF00384_bench.fasta,0.958065,0.041935,0.000000,0.863802,0.000000,0.992271,0.927869,0.933692,62
RF00385,Rfam,RF00385_bench.fasta,0.957143,0.035714,0.007143,0.861876,0.000000,1.000000,0.926829,0.927513,42
RF00386,Rfam,RF00386_bench.fasta,0.632523,0.081307,0.286170,0.547197,0.762732,0.953354,0.825954,0.582548,125
RF00387,Rfam,RF00387_bench.fasta,0.866089,0.087669,0.046243,0.821900,0.934913,0.856545,0.822674,0.821195,173
RF00388,Rfam,RF00388_bench.fasta,0.781711,0.134218,0.084071,0.524507,1.000000,0.939294,0.794643,0.653097,113
RF00389,Rfam,RF00389_bench.fasta,0.946691,0.046870,0.006439,0.835990,0.639074,0.991783,0.913653,0.920905,159
RF00390,Rfam,RF00390_bench.fasta,0.956522,0.043478,0.000000,0.888334,0.000000,0.977778,0.909091,0.936232,23
RF00391,Rfam,RF00391_bench.fasta,0.587360,0.168359,0.244280,0.303194,0.651844,0.838363,0.633230,0.500861,171
RF00392,Rfam,RF00392_bench.fasta,0.809859,0.133803,0.056338,0.576091,0.488304,0.937067,0.717494,0.704695,142
RF00393,Rfam,RF00393_bench.fasta,0.933333,0.053901,0.012766,0.821448,0.000000,0.990019,0.878571,0.884397,141
RF00394,Rfam,RF00394_bench.fasta,0.801325,0.128666,0.070009,0.549884,0.717733,0.955425,0.765714,0.694734,151
RF00396,Rfam,RF00396_bench.fasta,0.636747,0.164217,0.199036,0.245150,0.667473,0.898707,0.670788,0.532943,166
RF00397,Rfam,RF00397_bench.fasta,0.779642,0.121178,0.099180,0.514336,0.798769,0.940220,0.716592,0.687503,149
RF00398,Rfam,RF00398_bench.fasta,0.800606,0.098788,0.100606,0.558980,0.765999,0.946278,0.741916,0.713478,150
RF00399,Rfam,RF00399_bench.fasta,0.908148,0.053333,0.038519,0.815032,0.875000,0.989420,0.902985,0.837778,135
RF00400,Rfam,RF00400_bench.fasta,0.752634,0.107218,0.140148,0.535089,0.833448,0.929950,0.712997,0.674816,146
RF00401,Rfam,RF00401_bench.fasta,0.895179,0.075630,0.029191,0.693284,0.874007,0.982772,0.834670,0.838678,133
RF00402,Rfam,RF00402_bench.fasta,0.752154,0.118821,0.129025,0.440751,0.611430,0.944510,0.727626,0.663555,147
RF00403,Rfam,RF00403_bench.fasta,0.794355,0.124552,0.081093,0.402363,0.808592,0.958367,0.741033,0.700911,144
RF00404,Rfam,RF00404_bench.fasta,0.770426,0.090909,0.138665,0.576486,0.474723,0.940046,0.715113,0.697381,158
RF00405,Rfam,RF00405_bench.fasta,0.802642,0.103341,0.094017,0.553323,0.712119,0.945925,0.750391,0.728647,143
RF00406,Rfam,RF00406_bench.fasta,0.839329,0.128126,0.032545,0.511913,0.845980,0.980384,0.782954,0.759952,139
RF00407,Rfam,RF00407_bench.fasta,0.764039,0.171429,0.064532,0.369244,0.615108,0.940952,0.732143,0.658962,145
RF00408,Rfam,RF00408_bench.fasta,0.752722,0.123412,0.123866,0.446477,0.622267,0.936939,0.715232,0.661800,152
RF00409,Rfam,RF00409_bench.fasta,0.773366,0.120968,0.105666,0.499565,0.800113,0.949709,0.764620,0.694458,156
RF00410,Rfam,RF00410_bench.fasta,0.788506,0.149042,0.062452,0.470757,0.689476,0.946018,0.731867,0.701735,145
RF00411,Rfam,RF00411_bench.fasta,0.767524,0.123602,0.108874,0.442598,0.455885,0.938385,0.689565,0.684660,149
RF00412,Rfam,RF00412_bench.fasta,0.895652,0.069565,0.034783,0.822862,0.892409,0.989804,0.846715,0.834058,138
RF00413,Rfam,RF00413_bench.fasta,0.818201,0.124680,0.057118,0.445222,0.719088,0.956327,0.754401,0.737619,138
RF00414,Rfam,RF00414_bench.fasta,0.782151,0.110538,0.107312,0.489048,0.768978,0.942906,0.744533,0.699785,150
RF00415,Rfam,RF00415_bench.fasta,0.764552,0.164160,0.071288,0.456576,0.865992,0.945752,0.727273,0.653761,139
RF00416,Rfam,RF00416_bench.fasta,0.775740,0.138674,0.085586,0.449068,0.787254,0.951259,0.748299,0.681403,148
RF00417,Rfam,RF00417_bench.fasta,0.816461,0.093310,0.090229,0.589969,0.830786,0.950207,0.787234,0.736561,142
RF00418,Rfam,RF00418_bench.fasta,0.818027,0.105782,0.076190,0.555087,1.000000,0.958839,0.740753,0.739348,147
RF00419,Rfam,RF00419_bench.fasta,0.727130,0.151629,0.121241,0.404101,0.533855,0.936863,0.658152,0.626817,152
RF00420,Rfam,RF00420_bench.fasta,0.731622,0.144054,0.124324,0.387533,0.617749,0.918845,0.700680,0.630991,148
RF00421,Rfam,RF00421_bench.fasta,0.882616,0.097670,0.019713,0.679248,0.395285,0.985423,0.804878,0.816756,124
RF00422,Rfam,RF00422_bench.fasta,0.818539,0.084843,0.096618,0.592777,0.832747,0.963888,0.779872,0.743769,144
RF00423,Rfam,RF00423_bench.fasta,0.818262,0.095449,0.086288,0.586419,0.640964,0.949569,0.745833,0.750565,141
RF00424,Rfam,RF00424_bench.fasta,0.729730,0.124073,0.146197,0.398728,0.613195,0.929544,0.684643,0.635491,215
RF00425,Rfam,RF00425_bench.fasta,0.789947,0.134531,0.075522,0.439058,0.483495,0.952050,0.706774,0.701571,142
RF00426,Rfam,RF00426_bench.fasta,0.764225,0.157292,0.078483,0.319730,0.822190,0.951887,0.717391,0.652590,139
RF00427,Rfam,RF00427_bench.fasta,0.796431,0.119221,0.084347,0.538053,0.713702,0.951770,0.734069,0.717571,137
RF00428,Rfam,RF00428_bench.fasta,0.848571,0.090857,0.060571,0.614295,1.000000,0.972902,0.804029,0.783690,140
RF00429,Rfam,RF00429_bench.fasta,0.794702,0.118951,0.086347,0.513338,0.802641,0.945272,0.747692,0.713724,151
RF00430,Rfam,RF00430_bench.fasta,0.688571,0.221429,0.090000,0.331152,0.856218,0.863595,0.660432,0.531429,140
RF00431,Rfam,RF00431_bench.fasta,0.833414,0.108548,0.058038,0.545406,0.525100,0.966943,0.768648,0.759141,142
RF00432,Rfam,RF00432_bench.fasta,0.872549,0.100490,0.026961,0.614972,0.830719,0.981777,0.784362,0.793301,136
RF00433,Rfam,RF00433_bench.fasta,0.967105,0.026316,0.006579,0.921139,1.000000,0.990820,0.944812,0.945175,152
RF00434,Rfam,RF00434_bench.fasta,0.634389,0.143439,0.222172,0.559962,0.877257,0.910264,0.740538,0.543609,130
RF00435,Rfam,RF00435_bench.fasta,0.563520,0.201632,0.234848,0.136965,0.650799,0.788631,0.657076,0.429002,132
RF00436,Rfam,RF00436_bench.fasta,0.788869,0.160315,0.050817,0.487523,1.000000,0.954441,0.758005,0.729626,57
